"","Cycle","Cluster_ID","AvgDbh","AvgCrownDiameter","AvgCrownHeight","AvgCrownArea","SpeciesCount","AvgTreeHeight","TreeCount","J","X","Y"
"23",2,77079,18.9559322033898,5.00892857142857,5.02857142857143,24.383933783649,15,7.43220338983051,59,0.868961216019079,-96.2254717407407,16.1010740370371
"24",2,51107,20.0282608695652,4.53695652173913,3.66086956521739,18.5059021304348,9,5.86521739130435,46,0.809563117754099,-99.9740087407407,21.2226755555555
"25",2,59129,12.3821428571429,3.84464285714286,4.96607142857143,12.67677675,1,7.33392857142857,56,0.216396932451265,-96.9354999259259,19.6553702962963
"26",2,63077,14.0532258064516,3.11481481481481,3.66296296296296,8.02138788465636,13,5.66129032258065,62,0.922096326667865,-100.625675592593,19.0088334074074
"27",2,63884,11.7192307692308,2.81538461538462,2.36538461538462,6.37563553846154,4,4,26,0.816086899516278,-98.3450831851852,18.8346664074074
"28",2,60501,13.6728155339806,4.87835051546392,4.52989690721649,18.3603904409671,8,8.3747572815534,103,0.741166639291955,-103.628619888889,19.459639037037
"29",2,15545,15.8357142857143,3.68148148148148,3.94444444444444,12.3648874093691,5,5.13214285714286,56,0.711064484646275,-107.017656888889,28.4136575555555
"30",2,47540,10.7708333333333,4.17368421052632,3.86842105263158,11.7120163262984,4,5.80416666666667,24,0.804966644191927,-97.8720458518519,21.9068055925926
"31",2,63177,16.118085106383,1.76274509803922,3.8078431372549,1.65059329787234,1,6.42765957446808,94,0.146094250120136,-92.025370074074,18.6844165555555
"32",2,56389,15.3853211009174,4.68928571428571,3.8109756097561,14.8546233367213,11,7.07798165137615,109,0.782219579977345,-89.5486385185185,19.7266384814815
"33",2,53985,11.2238095238095,2.5,3.43888888888889,5.08861577797257,7,7.05238095238095,21,0.83735163018581,-89.4113982592593,20.1702402222222
"34",2,59299,15.8090909090909,4.23333333333333,9.79166666666667,14.998522,4,7.13181818181818,22,0.82662859061866,-100.858277814815,19.6904164074074
"35",2,44900,10.3609022556391,3.23495145631068,0,7.7248242651969,6,4.72255639097744,133,0.521967809805812,-100.294851777778,22.6337498518519
"36",2,8670,13.61,4.23333333333333,0,13.8301086,3,5.28,10,0.979573958513622,-111.767675481481,29.6000185925926
"37",2,9825,15.5681818181818,5.08235294117647,0,25.1746910342135,7,5.53636363636364,22,0.911565667510292,-110.204351851852,29.4144999629629
"38",2,26471,12.9404761904762,2.61267605633803,4.79084507042254,4.3785700549495,6,9.24238095238095,210,0.735354440461853,-106.334897925926,26.3954162962963
"39",2,48337,15.9694915254237,2.89074074074074,3.15185185185185,7.23042757047665,2,4.6728813559322,59,0.595612284364467,-100.451398185185,21.7727774074074
"40",2,12406,11.1444444444444,2.52222222222222,3.36111111111111,5.73254733333333,5,4.42222222222222,18,0.87852361255574,-109.040962629629,28.9232402592593
"41",2,62310,18.6042857142857,4.48461538461538,6.48461538461538,17.0430318166623,8,11.1642857142857,70,0.851655163168417,-101.767907074074,19.1507777037037
"42",2,14946,12.8,3,0,3.9076104375,1,3.4,2,1,-100.624055148148,28.6209254444445
"43",2,40031,12.8423423423423,2.14571428571429,2.59571428571429,4.91420390007217,14,4.1,111,0.875354938770732,-110.040425777778,23.6156760370371
"44",2,46415,10.6,3.26,2.2,4.678366,1,4.21111111111111,9,0.684038435639042,-105.417351296296,22.1512684814815
"45",2,32011,0,0,0,0,0,0,0,NA,-101.656787111111,25.4567871111111
"46",2,75700,15.8404761904762,5.015,4.4675,22.0268775213711,16,7.95238095238095,42,0.922634555330508,-98.0775922592592,16.5677401481481
"47",2,73487,22.7931034482759,5.04444444444444,5.94814814814815,20.5754467845666,10,9.01379310344828,29,0.797466720425904,-99.2364813703704,17.0902591111111
"48",2,74566,12.2706666666667,1.42222222222222,1.68955223880597,2.00298816666667,11,3.476,75,0.807283938073452,-96.3375737777778,16.7824810370371
"49",2,32173,14.0906976744186,3.17377049180328,3.85,8.85761389455378,9,6.1906976744186,129,0.685504449609638,-106.000703703704,25.3609442962963
"50",2,72928,12.3384615384615,2.25806451612903,4.45483870967742,5.66927723492216,6,5.80769230769231,39,0.833247683268514,-95.7595649629629,17.1207865925926
"51",2,48292,12.2085106382979,3.095,1.865,7.32851451335844,3,4.2531914893617,47,0.504901232874394,-102.636675777778,21.7776660740741
"52",2,74332,24.8102564102564,4.63157894736842,6.17631578947368,18.2201212916978,10,10.0076923076923,39,0.864381258913655,-97.9278700740741,16.8797031851852
"53",2,74364,10.331914893617,1.27111111111111,2.73555555555556,1.3749736,3,4.4468085106383,47,0.365218346014847,-96.4292496666666,16.8311107777778
"54",2,56082,17.5681318681319,4.1043956043956,4.27472527472527,15.6347247692308,5,8.17142857142857,91,0.489768018823353,-98.7392588888889,20.2488238518519
"55",2,18235,11.0397058823529,2.05806451612903,3.84354838709677,3.81380266666667,10,4.89852941176471,68,0.811986762156421,-109.693268333333,27.8103518518519
"56",2,76238,14.1441441441441,4.95714285714286,4.38571428571429,18.8651648376216,23,6.24414414414414,111,0.653357591298238,-97.9412128518519,16.4286107777778
"57",2,77672,13.7905109489051,4.04732824427481,4.20381679389313,14.634768561465,11,7.70729927007299,137,0.809525934776219,-96.3795457037037,15.7463977777778
"58",2,15772,13.3230158730159,2.88695652173913,4.27130434782609,7.83175934240302,10,5.38174603174603,126,0.868140574800855,-107.832907074074,28.3411385925926
"59",2,69118,15.5366666666667,3.54666666666667,3.13,10.8050096,5,5.12666666666667,30,0.789627771361248,-97.9429258148148,17.9646853333333
"60",2,50798,12.42,1.66666666666667,1.46666666666667,1.35379253496956,2,2,5,0.982141032834875,-103.652073962963,21.2727124074074
"61",2,50330,24.359649122807,6.72916666666667,4.6,35.2323953337192,1,11.3614035087719,57,0.213579815338277,-104.040694074074,21.3587870740741
"62",2,52586,10.678,3.12307692307692,5.3625641025641,8.08431303032182,13,9.8795,200,0.873058118453287,-89.3380645555555,20.4374165925926
"63",2,72567,12.4735294117647,2.77982456140351,2.93421052631579,10.7650575151072,16,5.91470588235294,68,0.857671356529435,-92.7547591481481,17.0549721481481
"64",2,33002,0,0,0,0,0,0,0,NA,-101.757074222222,25.275407
"65",2,50977,10.4525510204082,1.62061855670103,3.03814432989691,2.2493942898568,19,6.29183673469388,196,0.750296145126668,-87.9647408148148,20.6354719629629
"66",2,22263,28.93125,2.3625,0,6.353886,6,2.775,16,0.948683327231615,-112.072434703704,26.9531390370371
"67",2,10597,25.6,1.8,0,2.544696,1,2.9,1,0.918295834054489,-112.14298137037,29.1247773703704
"68",2,69359,11.5082191780822,2.84328358208955,2.6089552238806,8.85992052993941,10,3.46164383561644,73,0.837230586461608,-97.7552961481481,17.9142314814815
"69",2,56623,11.6565853658537,3.72291666666667,3.184375,10.9591728336137,21,7.86292682926829,205,0.85089569923794,-90.3633887407407,19.746083
"70",2,29926,0,0,0,0,0,0,0,NA,-102.858194370371,25.8176105555555
"71",2,15256,14.12,6.59,0,20.5583579865861,6,6.65,10,0.873001762357072,-109.419712370371,28.3663889259259
"72",2,55917,11.3,4.73214285714286,6.125,17.1736499727503,6,6.34864864864865,37,0.765483977848164,-88.7774808888889,19.7521482962963
"73",2,64524,10.4031531531532,2.8073732718894,3.9,7.32759417785749,6,8.54684684684685,222,0.660175516761064,-90.9075094074074,18.3791290740741
"74",2,20238,18.4153846153846,1.13538461538462,0,1.86807994153846,3,2.93846153846154,13,0.844741133509591,-112.909379777778,27.2614535925926
"75",2,31934,12.2039215686275,2.1063829787234,3.82978723404255,3.43345464,4,4.8843137254902,51,0.72043029109322,-105.502879666667,25.4181662592593
"76",2,72514,24.3317073170732,4.4475,5.905,19.6812133750296,13,11.5707317073171,41,0.858804904798519,-95.2392220370371,17.1883238148148
"77",2,54713,11.4967741935484,2.78870967741935,3.47322580645161,6.44541043548387,10,7.56451612903226,31,0.922778933627094,-88.1350184444445,19.9221755185185
"78",2,24467,11.8695652173913,2.71,3.675,5.39945426086957,3,4.36086956521739,23,0.701995228775708,-106.096277518519,26.8098148148148
"79",2,53830,26.01,6.06206896551724,4.97586206896552,35.2037946206897,4,7.76333333333333,30,0.882367953256876,-103.548490666667,20.6840460370371
"80",2,41079,22.45,4.0125,4.9,10.1310496188404,4,8.18333333333333,12,0.928524921548225,-104.666236,23.5737911666667
"81",2,12448,16.5604166666667,3.38095238095238,3.18333333333333,9.29721695536074,3,4.10625,48,0.762012064558858,-106.887110740741,29.0053331851852
"82",2,2705,11.2408163265306,2.52717391304348,2.94891304347826,5.06432778264941,4,4.0969387755102,98,0.491521286407989,-110.013537148148,31.2727865555555
"83",2,19819,11.0568181818182,1.59767441860465,0.504651162790698,2.231058030396,3,2.21363636363636,44,0.27833171980342,-106.429083222222,27.6564029444445
"84",2,55732,28.0884615384615,6.7925,10.22,33.6453507631005,7,11.8019230769231,52,0.601016768782878,-103.976833,20.3162684074074
"85",2,62186,19.3495145631068,2.666,4.6895,6.22413792,13,10.4436893203883,103,0.681761649079113,-91.0639631111111,18.7991480740741
"86",2,33372,0,0,0,0,0,0,0,NA,-108.035425629629,25.0692586666667
"87",2,47212,18.4923076923077,3.43636363636364,2.55454545454545,8.95732474325037,1,4.43076923076923,13,0.566509506552905,-104.001805444445,21.9946107407407
"88",2,61684,15.8083333333333,4.27454545454545,5.81818181818182,15.2181214153367,5,9.645,60,0.603436540063688,-90.7247773703704,18.8649168148148
"89",2,56619,11.255376344086,4.14901960784314,4.75225806451613,13.4277588063962,18,8.34516129032258,186,0.849932488796083,-90.5542037777778,19.7607777037037
"90",2,57638,12.6623616236162,2.73574144486692,5.16730038022814,6.37213454423945,23,11.7568265682657,271,0.644465727337295,-90.1406014814815,19.5468978888889
"91",2,60031,11.3154362416107,1.71727272727273,4.85363636363636,2.44518158152026,5,6.84161073825503,149,0.52607586204923,-101.91070362963,19.5585648148148
"92",2,25584,13.751048951049,3.19139705882353,3.99919117647059,9.25988596579255,7,6.75804195804196,143,0.653520269963196,-106.592953333333,26.5695737777778
"93",2,47395,27.278125,5.35,5.884375,25.6492005,4,11.15,32,0.753788179390663,-104.925138481481,21.934286962963
"94",2,49884,17.8014925373134,4.77796610169491,5.56610169491525,19.9576150453769,5,7.55373134328358,67,0.771028010150064,-103.218036592593,21.4580647037037
"95",2,35846,19.2621621621622,3.10810810810811,2.93243243243243,8.48486724324324,3,4.81891891891892,37,0.768587128960241,-104.192351592593,24.71625
"96",2,9823,12.285,3.74,0,13.1538792,3,4.165,20,0.698846572130211,-110.307138962963,29.4092591851852
"97",2,74320,12.2718446601942,3.5126582278481,4.42405063291139,10.5293911047027,4,5.65922330097087,103,0.641299935481046,-98.4901202592593,16.8938795185185
"98",2,17898,0,0,0,0,0,0,0,NA,-101.445666555555,28.083397962963
"99",2,29079,15.4424657534247,2.92093023255814,2.2953488372093,5.22151134246575,3,3.70547945205479,73,0.418546330628875,-106.067684888889,25.9037037407407
"100",2,77243,13.9777777777778,4.85289855072464,5.60434782608696,18.8176904425462,16,9.0281045751634,153,0.7562519347932,-97.8120462222222,16.0644074444445
"101",2,20302,14.0040540540541,2.88019801980198,3.83465346534653,5.75845562357905,6,8.21081081081081,148,0.833601210505739,-108.049370074074,27.5181106296296
"102",2,71844,14.7753424657534,3.1962962962963,3.82592592592593,9.36079366240865,5,9.18835616438356,146,0.586724990358141,-96.7835555,17.3865415
"103",2,48914,0,0,0,0,0,0,0,NA,-86.8650186666667,20.9401758518519
"104",2,46023,19.856338028169,4.00909090909091,3.92272727272727,14.831083826087,11,6.66901408450704,71,0.783881071629969,-100.445379296296,22.3176662222222
"105",2,42951,21.7945945945946,3.87027027027027,6.5972972972973,14.8334464864865,4,9.86756756756757,37,0.793902769477331,-105.340490518519,23.1092408888889
"106",2,70408,13.6593495934959,4.58053097345133,5.12805309734513,17.7168971793338,15,9.5390243902439,123,0.852078503106417,-91.6442405555555,17.4346570740741
"107",2,44819,17.1598214285714,3.331,3.869,10.4996276325778,5,7.85267857142857,112,0.653344162551252,-104.255703777778,22.6265921481481
"108",2,43151,14.2647058823529,2.80588235294118,3.21764705882353,6.82143,3,4.06470588235294,17,0.90647263812994,-104.116259407407,23.0826568888889
"109",2,45538,17.0333333333333,3.93333333333333,0,12.80202,1,3.36666666666667,3,0.970950594454669,-100.590110777778,22.4551665925926
"110",2,39271,17.4592592592593,3.9,5.20416666666667,12.9091873479001,3,6.75555555555556,27,0.916083498221468,-104.970425407407,23.9767311111111
"111",2,69221,10.5,3.90526315789474,4.03157894736842,12.6432865263158,4,6.5,19,0.700012439326915,-93.0853744074074,17.7542857407407
"112",2,65111,10.7142857142857,1.16666666666667,2.53333333333333,0.807718827983437,4,1.07142857142857,21,0.572145506354311,-89.4525093333333,18.1735457777778
"113",2,77011,22.9,2.25909090909091,6.44909090909091,5.13228244249472,9,8.99655172413793,29,0.79776992030246,-93.1521945925926,15.9948331481481
"114",2,32436,17.1555555555556,3.09166666666667,2.18333333333333,7.67916984169727,1,3.95185185185185,27,0.362051251733998,-105.250981555555,25.3328884074074
"115",2,67551,14.7032608695652,3.73977272727273,3.11022727272727,12.6008571630539,20,5.24239130434783,92,0.94429687668585,-99.3073241481481,18.2666295925926
"116",2,48716,17.9083333333333,3.68260869565217,2.86521739130435,14.6811748695652,3,4.775,24,0.676015050878977,-103.896342259259,21.6805920740741
"117",2,19251,12.7623036649215,2.56282051282051,4.41038961038961,6.01479381092259,13,5.34502617801047,191,0.816593748302312,-109.377925333333,27.6439996296296
"118",2,31683,18.2466666666667,4.01538461538462,4.56153846153846,12.5924958134766,6,6.28,15,0.929647386414574,-105.554046259259,25.4623611481481
"119",2,42430,14.382,1.95,3.18809523809524,3.09433210292972,8,4.53,50,0.850856547383114,-104.266527925926,23.2620926296296
"120",2,52295,13.6842857142857,5.09558823529412,5.23970588235294,21.4411386678919,11,10.1871428571429,70,0.751028494274224,-98.8667776296296,20.9771570370371
"121",2,19907,29.2,1.63333333333333,0,1.84325526,2,1.975,4,1,-101.955676037037,27.7225828888889
"122",2,75134,12.6590361445783,2.65527950310559,2.93850931677019,6.6042541993168,22,7.82710843373494,166,0.837142460376383,-97.9802495555555,16.7005093333333
"123",2,58690,11.468932038835,1.98877551020408,3.69367346938776,3.28796749230617,20,7.61941747572815,103,0.736148108764323,-88.1136297407407,19.1918702962963
"124",2,62598,19.1291139240506,5.5,5.44266666666667,28.30675848,8,9.14303797468354,79,0.85066707495116,-99.9581388518519,19.0915831851852
"125",2,35815,20.0122448979592,3.53061224489796,6.73775510204082,12.6433371428571,5,11.3469387755102,49,0.756499873386619,-105.731805,24.6867962222222
"126",2,31848,0,0,0,0,0,0,0,NA,-112.131314296296,25.1314718148148
"127",2,16204,14.35,4.35,0,16.748655,2,4.25,2,0.946394630357186,-110.733518333333,28.120054962963
"128",2,56414,13.2227642276423,3.44229074889868,4.26563876651982,9.65873327272623,14,10.069918699187,246,0.848228541687277,-88.357787,19.6237865185185
"129",2,2902,0,0,0,0,0,0,0,NA,-107.711833444445,31.3225365555555
"130",2,61464,11.9640909090909,1.46298076923077,2.85528846153846,2.08823782075472,17,5.88136363636364,220,0.729696333946329,-89.0630833703704,18.7763422962963
"131",2,58422,14.6604743083004,0.746033755274262,4.71561181434599,0.516423387040381,37,10.9106719367589,253,0.758729089974952,-88.8689163333333,19.3052036666667
"132",2,41063,16.3313725490196,3.05606802721088,4.20721088435374,10.9484515204961,7,9.16666666666667,153,0.652617576205509,-105.453768407407,23.5582408148148
"133",2,17031,11.5859459459459,2.26573033707865,2.83483146067416,4.60478021932972,6,4.2827027027027,185,0.482105401560896,-107.465740703704,28.1275736296296
"134",2,73017,18.2076923076923,4.59090909090909,6.23636363636364,19.850491698018,6,7.71538461538462,13,0.925989517827245,-91.5914071111111,16.8877035925926
"135",2,5474,22.2,0.85,0,0.647955,2,4.9,4,0.920619835714305,-115.348268148148,30.1619722962963
"136",2,23524,17.5147058823529,3.57878787878788,3.54848484848485,11.454135,2,5.36176470588235,34,0.789690082142848,-106.506296407407,26.9800457037037
"137",2,32952,0,0,0,0,0,0,0,NA,-104.251231481481,25.2595832222222
"138",2,66479,0,0,0,0,0,0,0,NA,-93.9068750555556,18.2540693888889
"139",2,4360,19.9170212765957,4.73409090909091,3.81590909090909,16.8182237460908,2,5.28510638297872,47,0.607131171912378,-109.881258703704,30.8297218518519
"140",2,59695,12.0666666666667,1.88125,2.96895833333333,3.203286625,7,6.05294117647059,51,0.781469475392415,-88.4639258518519,19.0418978888889
"141",2,58374,17.7706666666667,4.41641791044776,5.75522388059701,18.7467179467091,12,8.084,75,0.75418005528108,-96.8785828888889,19.7910366666667
"142",2,55651,11.2237623762376,1.57691489361702,4.11356382978723,2.24415848043269,28,8.36831683168317,202,0.752781463636477,-89.8703144074074,19.8893608888889
"143",2,64141,13.5841584158416,4.56633663366337,3.16039603960396,19.3494,14,5.23762376237624,101,0.891325073226539,-98.5839627037037,18.7954163333333
"144",2,14405,0,0,0,0,0,0,0,NA,-103.902648,28.7059258888889
"145",2,25720,11.45,3,0,3.55884375,2,1.75,2,0.946394630357186,-99.7381850740741,26.6197958518519
"146",2,63205,17.5168421052632,4.98313253012048,6.10361445783133,21.706401976611,14,10.7768421052632,95,0.745679407523591,-90.5580648888889,18.5797217777778
"147",2,59125,0,0,0,0,0,0,0,NA,-97.1264718148148,19.6613240740741
"148",2,36714,15.215306122449,3.12631578947368,2.56421052631579,8.5899502216921,3,3.88061224489796,98,0.231219247722128,-105.230703259259,24.5162684074074
"149",2,58942,12.6426086956522,2.05350877192982,4.49298245614035,3.98733011575595,25,9.76869565217391,115,0.81976480511408,-88.1658612222222,19.1513702592593
"150",2,14073,13.5056962025316,2.66842105263158,4.34078947368421,5.90241091813447,9,6.55126582278481,158,0.684595301108191,-108.512685333333,28.6320271851852
"151",2,60065,20.1764705882353,4.93636363636364,10.4227272727273,18.9317785108994,5,12.4455882352941,68,0.64465412201523,-100.285712666667,19.5487866666667
"152",2,66483,14.6583333333333,3.41818181818182,5.91818181818182,11.311188,1,7.8,12,0.591672778582327,-93.718332962963,18.2435182962963
"153",2,50871,21.4529411764706,4.85333333333333,7.60222222222222,21.4294682608696,4,10.1862745098039,51,0.723575764028776,-100.118471777778,21.2699347037037
"154",2,32538,0,0,0,0,0,0,0,NA,-100.160555407407,25.3553889629629
"155",2,41077,19.5861111111111,3.64571428571429,5.10571428571429,13.453902,7,7.34444444444444,36,0.629191544448612,-104.764296185185,23.5717957407407
"156",2,35361,15.040625,3.61379310344828,2.93103448275862,10.0978327265664,3,4.490625,32,0.63860090560113,-105.237657037037,24.7884533333333
"157",2,71659,14.2964285714286,3.92845528455285,5.4479674796748,12.7380764885405,7,12.5442857142857,140,0.549741285112078,-95.4183514074074,17.3771938518519
"158",2,66264,14.0954337899543,3.19861244019139,3.3033971291866,8.76576358468053,29,8.41917808219178,219,0.79352703760564,-90.2225552222222,18.0550973333334
"159",2,73348,16.0017543859649,3.60188679245283,3.55094339622641,13.1437048217818,12,6.0140350877193,57,0.749811246683939,-95.9042501111111,17.0363887037037
"160",2,10676,14.9315789473684,2.82429752066116,4.28677685950413,7.17348243968504,7,7.14135338345865,133,0.652501105291842,-108.084629481481,29.3264440740741
"161",2,27154,12.8030769230769,1.75161290322581,1.45645161290323,2.43481891000847,3,2.86615384615385,65,0.248267197885705,-105.776443888889,26.2740272962963
"162",2,63052,27.9285714285714,4.94285714285714,5.59523809523809,23.163316,2,9.09047619047619,21,0.673587646309915,-101.815935296296,19.0149351481481
"163",2,64560,11.6431034482759,2.50779005524862,3.58883977900553,5.18747381005181,34,9.18362068965517,232,0.854177905372129,-89.2083702222222,18.2435923333333
"164",2,57159,13.7225,2.1995703125,3.0712890625,4.34562651262774,36,8.86607142857143,280,0.753664192544781,-88.9897867777778,19.5429812962963
"165",2,63118,28.4808510638298,6.76315789473684,12.0105263157895,38.873257111216,6,12.8212765957447,47,0.539014502086343,-98.6746292222222,18.9782682222222
"166",2,33895,23.1314285714286,2.69375,8.0171875,6.68272956521739,5,12.7328571428571,70,0.621866992814291,-106.488777518519,25.0301198888889
"167",2,16220,9.90875,2.62911392405063,3.80886075949367,5.905128075,5,4.59875,80,0.638547329841907,-109.918601296296,28.1619352962963
"168",2,42519,33.5233333333333,2.15333333333333,0,5.1490824,2,3.09,30,0.597292419525134,-99.8937128518519,23.2643424444445
"169",2,60301,16.3304,4.275,5.17958333333333,14.986036613497,3,10.1528,125,0.210511814614106,-101.098407333333,19.5105278888889
"170",2,72467,17.7,4.62424242424242,3.50454545454545,18.7157303283582,5,5.96119402985075,67,0.326973959621391,-97.4461848518519,17.2722031851852
"171",2,56659,13.9138888888889,2.313,5.33781094527363,4.67833662274811,45,10.7069444444444,216,0.901528158864195,-88.6478052962963,19.6041202592593
"172",2,75516,11.7652173913043,2.2952380952381,3.50952380952381,4.669016,11,5.38695652173913,23,0.897581721134126,-98.0295365185185,16.6113797407407
"173",2,20064,14.2191780821918,1.74142857142857,3.05714285714286,2.70472125,5,4.28493150684931,73,0.728707292189929,-107.036268185185,27.5984256666667
"174",2,47163,12.802994011976,1.34538922155689,3.52718562874251,1.49557749197605,37,7.36586826347305,167,0.888693341683736,-87.5467034074074,21.3714811481481
"175",2,65615,17.4365853658537,5.27297297297297,4.17297297297297,19.8040085838857,4,9.52682926829268,41,0.72618000766177,-93.0947682592593,18.3435646666667
"176",2,7296,0,0,0,0,0,0,0,NA,-110.142397777778,30.0498237777778
"177",2,52152,14.9993975903614,2.7487012987013,4.42590909090909,6.30785690262218,31,8.80843373493976,166,0.878114476782886,-87.7011387407407,20.3829810740741
"178",2,7989,20.475,7.03333333333333,0,37.868061,3,5.65,4,0.959147917027245,-110.956342740741,29.8269901851852
"179",2,62505,13.5698924731183,2.95934065934066,4.9021978021978,7.81430315217391,12,9.51827956989247,93,0.62962815542857,-87.8522686666667,18.4854533333333
"180",2,13371,14.3973214285714,3.03207547169811,3.34698113207547,7.55558149425574,3,4.55714285714286,112,0.800493014844909,-107.597397851852,28.8017407037037
"181",2,61948,9.84074074074074,2.5037037037037,4.06666666666667,5.47569244444444,3,8.3,27,0.664126580152901,-90.2547684814815,18.7835183333333
"182",2,74346,14.4836956521739,2.81136363636364,6.84545454545455,5.58675717326395,7,7.72608695652174,92,0.632927552341131,-97.272018,16.8603147037037
"183",2,54562,15.0818181818182,3.05595238095238,1.67261904761905,8.521052213784,8,3.51931818181818,88,0.730517084135824,-101.861796444445,20.5557868888889
"184",2,9775,22.1833333333333,0.983333333333333,0,0.867867,2,5,6,0.819448371872804,-114.209379777778,29.1642221111111
"185",2,70309,15.8916666666667,4.0875,4.09583333333333,13.99419175,3,10.65,24,0.738060360574637,-96.2978332222222,17.6853611666667
"186",2,47377,0,0,0,0,0,0,0,NA,-87.0219348518519,21.2751568148148
"187",2,57388,12.8555555555556,4.75102040816327,4.48775510204082,17.9704219977978,13,9.16851851851852,54,0.871596346912567,-90.0891665555555,19.5883144814815
"188",2,58358,21.4714285714286,6.54411764705882,6.82352941176471,37.6139595056899,8,9.7987012987013,77,0.803916432904782,-97.647861037037,19.8136666296296
"189",2,74570,11.2483870967742,3.46666666666667,2.24074074074074,8.77261611563244,6,4.0258064516129,62,0.788986261964302,-96.1504072962963,16.7752497037037
"190",2,61732,19.055,4.00526315789474,4.91052631578947,15.2098910526316,7,8.025,20,0.912624130743838,-88.4524905925926,18.6771384444445
"191",2,51406,12.5826388888889,2.31397058823529,3.8125,5.33358552402658,22,7.86527777777778,144,0.783594001863554,-89.8930831481481,20.7101943333333
"192",2,51504,23.8666666666667,6.25,4.91388888888889,36.5756416666667,1,6.27222222222222,18,0.468995593589281,-103.312036962963,21.1398792592593
"193",2,54448,10.5993827160494,3.67785234899329,3.68657718120805,10.8902475834234,20,8.22962962962963,162,0.845845052848651,-89.5153241851852,20.0879719629629
"194",2,38481,12.6142857142857,1.22142857142857,0,1.434477,2,1.67857142857143,14,0.819448371872804,-102.847601518519,24.1842497037037
"195",2,70262,17.6307692307692,3.195,3.58,7.68978921490854,5,4.76730769230769,52,0.779830915664758,-98.5153705185185,17.7527128148148
"196",2,45226,13.8714285714286,3.3,0,9.508389,3,3.89642857142857,28,0.506878839146406,-100.100648037037,22.5406941481481
"197",2,26256,19.2134615384615,3.69574468085106,4.17446808510638,11.5433928406755,4,6.47884615384615,52,0.791463588422931,-106.034601740741,26.4477868518519
"198",2,61563,22.2821428571429,4.16428571428571,5.63214285714286,22.9464791111111,8,7.90357142857143,28,0.922176842501811,-101.243222,19.2846940740741
